Labels,T10_100ms,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,3.996E008,
Step,4E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,4.414E+4,
4E05,1.590E+5,
800000.060000,2.672E+5,
1.2E06,3.632E+5,
1.6E06,4.501E+5,
2E06,5.279E+5,
2.4E06,5.994E+5,
2.8E06,6.642E+5,
3.2E06,7.241E+5,
3.6E06,7.774E+5,
4E06,8.254E+5,
4.4E06,8.705E+5,
4.8E06,9.134E+5,
5.2E06,9.534E+5,
5.6E06,9.895E+5,
6E06,1.021E+6,
6400000.500000,1.051E+6,
6800000.500000,1.081E+6,
7200000.600000,1.107E+6,
7600000.600000,1.132E+6,
8000000.600000,1.156E+6,
8400000.700000,1.177E+6,
8800000.700000,1.199E+6,
9200000.700000,1.220E+6,
9600000.800000,1.237E+6,
1E07,1.255E+6,
1.04E07,1.273E+6,
1.08E07,1.286E+6,
1.12E07,1.304E+6,
1.16E07,1.313E+6,
1.2E07,1.327E+6,
1.24E07,1.341E+6,
1.28E07,1.350E+6,
1.32E07,1.362E+6,
1.36E07,1.371E+6,
1.4E07,1.383E+6,
1.44E07,1.391E+6,
1.48E07,1.399E+6,
1.52E07,1.406E+6,
1.56E07,1.413E+6,
1.6E07,1.419E+6,
1.64E07,1.429E+6,
1.68E07,1.434E+6,
1.72E07,1.442E+6,
1.76E07,1.448E+6,
1.8E07,1.454E+6,
1.84E07,1.457E+6,
1.88E07,1.463E+6,
1.92E07,1.470E+6,
1.96E07,1.473E+6,
2E07,1.478E+6,
2.04E07,1.480E+6,
2.08E07,1.484E+6,
2.12E07,1.489E+6,
2.16E07,1.492E+6,
2.2E07,1.494E+6,
2.24E07,1.500E+6,
2.28E07,1.502E+6,
2.32E07,1.505E+6,
2.36E07,1.507E+6,
2.4E07,1.509E+6,
2.44E07,1.512E+6,
2.48E07,1.514E+6,
2.52E07,1.516E+6,
2.56E07,1.522E+6,
2.6E07,1.520E+6,
2.64E07,1.522E+6,
2.68E07,1.525E+6,
2.72E07,1.528E+6,
2.76E07,1.530E+6,
2.8E07,1.531E+6,
2.84E07,1.532E+6,
2.88E07,1.535E+6,
2.92E07,1.535E+6,
2.96E07,1.538E+6,
3E07,1.537E+6,
3.04E07,1.540E+6,
3.08E07,1.541E+6,
3.12E07,1.540E+6,
3.16E07,1.541E+6,
3.2E07,1.544E+6,
3.24E07,1.546E+6,
3.28E07,1.545E+6,
3.32E07,1.547E+6,
3.36E07,1.547E+6,
3.4E07,1.548E+6,
3.44E07,1.549E+6,
3.48E07,1.548E+6,
3.52E07,1.550E+6,
3.56E07,1.551E+6,
3.6E07,1.552E+6,
3.64E07,1.551E+6,
3.68E07,1.552E+6,
3.72E07,1.553E+6,
3.76E07,1.555E+6,
3.8E07,1.555E+6,
3.84E07,1.555E+6,
3.88E07,1.555E+6,
3.92E07,1.555E+6,
3.96E07,1.557E+6,
4E07,1.555E+6,
4.04E07,1.559E+6,
4.08E07,1.558E+6,
4.12E07,1.556E+6,
4.16E07,1.558E+6,
4.2E07,1.559E+6,
4.24E07,1.560E+6,
4.28E07,1.559E+6,
4.32E07,1.559E+6,
4.36E07,1.560E+6,
4.4E07,1.559E+6,
4.44E07,1.560E+6,
4.48E07,1.561E+6,
4.52E07,1.561E+6,
4.56E07,1.561E+6,
4.6E07,1.562E+6,
4.64E07,1.561E+6,
4.68E07,1.561E+6,
4.72E07,1.562E+6,
4.76E07,1.561E+6,
4.8E07,1.560E+6,
4.84E07,1.563E+6,
4.88E07,1.562E+6,
4.92E07,1.563E+6,
4.96E07,1.560E+6,
5E07,1.563E+6,
5.04E07,1.563E+6,
5.08E07,1.563E+6,
5.12E07,1.563E+6,
5.16E07,1.564E+6,
5.2E07,1.563E+6,
5.24E07,1.564E+6,
5.28E07,1.566E+6,
5.32E07,1.563E+6,
5.36E07,1.564E+6,
5.4E07,1.564E+6,
5.44E07,1.564E+6,
5.48E07,1.564E+6,
5.52E07,1.564E+6,
5.56E07,1.564E+6,
5.6E07,1.564E+6,
5.64E07,1.565E+6,
5.68E07,1.566E+6,
5.72E07,1.565E+6,
5.76E07,1.565E+6,
5.8E07,1.565E+6,
5.84E07,1.564E+6,
5.88E07,1.564E+6,
5.92E07,1.565E+6,
5.96E07,1.564E+6,
6E07,1.564E+6,
6.04E07,1.565E+6,
6.08E07,1.567E+6,
6.12E07,1.566E+6,
6.16E07,1.565E+6,
6.2E07,1.564E+6,
6.24E07,1.563E+6,
6.28E07,1.565E+6,
6.32E07,1.565E+6,
6.36E07,1.563E+6,
64000005.000000,1.565E+6,
64400005.000000,1.565E+6,
64800005.000000,1.564E+6,
65200005.000000,1.565E+6,
65600005.000000,1.567E+6,
66000005.000000,1.565E+6,
66400005.000000,1.565E+6,
66800005.000000,1.565E+6,
67200005.000000,1.563E+6,
67600005.000000,1.566E+6,
68000005.000000,1.565E+6,
68400005.000000,1.564E+6,
68800005.000000,1.567E+6,
69200005.000000,1.563E+6,
69600005.000000,1.562E+6,
70000005.000000,1.565E+6,
70400006.000000,1.564E+6,
70800006.000000,1.564E+6,
71200006.000000,1.567E+6,
71600006.000000,1.564E+6,
72000006.000000,1.564E+6,
72400006.000000,1.565E+6,
72800006.000000,1.565E+6,
73200006.000000,1.564E+6,
73600006.000000,1.565E+6,
74000006.000000,1.565E+6,
74400006.000000,1.564E+6,
74800006.000000,1.566E+6,
75200006.000000,1.567E+6,
75600006.000000,1.566E+6,
76000006.000000,1.565E+6,
76400006.000000,1.565E+6,
76800006.000000,1.565E+6,
77200006.000000,1.566E+6,
77600006.000000,1.564E+6,
78000006.000000,1.565E+6,
78400006.000000,1.564E+6,
78800006.000000,1.566E+6,
79200006.000000,1.566E+6,
79600006.000000,1.565E+6,
80000006.000000,1.565E+6,
80400006.000000,1.564E+6,
80800006.000000,1.566E+6,
81200006.000000,1.565E+6,
81600006.000000,1.566E+6,
82000006.000000,1.564E+6,
82400006.000000,1.565E+6,
82800006.000000,1.565E+6,
83200007.000000,1.564E+6,
83600007.000000,1.565E+6,
84000007.000000,1.566E+6,
84400007.000000,1.565E+6,
84800007.000000,1.564E+6,
85200007.000000,1.565E+6,
85600007.000000,1.564E+6,
86000007.000000,1.565E+6,
86400007.000000,1.563E+6,
86800007.000000,1.563E+6,
87200007.000000,1.565E+6,
87600007.000000,1.565E+6,
88000007.000000,1.563E+6,
88400007.000000,1.566E+6,
88800007.000000,1.565E+6,
89200007.000000,1.564E+6,
89600007.000000,1.564E+6,
90000007.000000,1.564E+6,
90400007.000000,1.565E+6,
90800007.000000,1.565E+6,
91200007.000000,1.565E+6,
91600007.000000,1.563E+6,
92000007.000000,1.566E+6,
92400007.000000,1.564E+6,
92800007.000000,1.564E+6,
93200007.000000,1.565E+6,
93600007.000000,1.563E+6,
94000007.000000,1.565E+6,
94400007.000000,1.564E+6,
94800007.000000,1.566E+6,
95200007.000000,1.565E+6,
95600007.000000,1.562E+6,
96000008.000000,1.564E+6,
96400008.000000,1.564E+6,
96800008.000000,1.564E+6,
97200008.000000,1.564E+6,
97600008.000000,1.564E+6,
98000008.000000,1.563E+6,
98400008.000000,1.564E+6,
98800008.000000,1.563E+6,
99200008.000000,1.564E+6,
99600008.000000,1.564E+6,
1E08,1.563E+6,
1.004E008,1.536E+6,
1.008E008,1.500E+6,
1.012E008,1.468E+6,
1.016E008,1.437E+6,
1.02E08,1.404E+6,
1.024E008,1.371E+6,
1.028E008,1.341E+6,
1.032E008,1.310E+6,
1.036E008,1.274E+6,
1.04E08,1.244E+6,
1.044E008,1.215E+6,
1.048E008,1.184E+6,
1.052E008,1.154E+6,
1.056E008,1.124E+6,
1.06E08,1.097E+6,
1.064E008,1.067E+6,
1.068E008,1.041E+6,
1.072E008,1.014E+6,
1.076E008,9.882E+5,
1.08E08,9.603E+5,
1.084E008,9.357E+5,
1.088E008,9.095E+5,
1.092E008,8.843E+5,
1.096E008,8.609E+5,
1.1E08,8.359E+5,
1.104E008,8.108E+5,
1.108E008,7.892E+5,
1.112E008,7.673E+5,
1.116E008,7.463E+5,
1.12E08,7.255E+5,
1.124E008,7.052E+5,
1.128E008,6.855E+5,
1.132E008,6.662E+5,
1.136E008,6.462E+5,
1.14E08,6.265E+5,
1.144E008,6.088E+5,
1.148E008,5.906E+5,
1.152E008,5.727E+5,
1.156E008,5.556E+5,
1.16E08,5.373E+5,
1.164E008,5.216E+5,
1.168E008,5.051E+5,
1.172E008,4.907E+5,
1.176E008,4.749E+5,
1.18E08,4.602E+5,
1.184E008,4.458E+5,
1.188E008,4.322E+5,
1.192E008,4.187E+5,
1.196E008,4.048E+5,
1.2E08,3.932E+5,
1.204E008,3.796E+5,
1.208E008,3.687E+5,
1.212E008,3.554E+5,
1.216E008,3.440E+5,
1.22E08,3.339E+5,
1.224E008,3.236E+5,
1.228E008,3.129E+5,
1.232E008,3.025E+5,
1.236E008,2.937E+5,
1.24E08,2.836E+5,
1.244E008,2.746E+5,
1.248E008,2.662E+5,
1.252E008,2.575E+5,
1.256E008,2.491E+5,
1.26E08,2.409E+5,
1.264E008,2.331E+5,
1.268E008,2.252E+5,
1.272E008,2.181E+5,
1.276E008,2.110E+5,
1.28E08,2.049E+5,
1.284E008,1.975E+5,
1.288E008,1.902E+5,
1.292E008,1.841E+5,
1.296E008,1.791E+5,
