Labels,amplitude_3_2sweeps,
1.296E008,7.313E+3,
1.3E08,7.195E+3,
1.304E008,6.920E+3,
1.308E008,6.629E+3,
1.312E008,6.403E+3,
1.316E008,6.234E+3,
1.32E08,6.019E+3,
1.324E008,5.788E+3,
1.328E008,5.566E+3,
1.332E008,5.247E+3,
1.336E008,5.107E+3,
1.34E08,5.038E+3,
1.344E008,4.806E+3,
1.348E008,4.546E+3,
1.352E008,4.402E+3,
1.356E008,4.275E+3,
1.36E08,4.024E+3,
1.364E008,3.880E+3,
1.368E008,3.739E+3,
1.372E008,3.782E+3,
1.376E008,3.563E+3,
1.38E08,3.406E+3,
1.384E008,3.216E+3,
1.388E008,3.098E+3,
1.392E008,2.912E+3,
1.396E008,2.839E+3,
1.4E08,2.813E+3,
1.404E008,2.702E+3,
1.408E008,2.508E+3,
1.412E008,2.472E+3,
1.416E008,2.277E+3,
1.42E08,2.260E+3,
1.424E008,2.082E+3,
1.428E008,2.050E+3,
1.432E008,1.997E+3,
1.436E008,1.862E+3,
1.44E08,1.830E+3,
1.444E008,1.819E+3,
1.448E008,1.725E+3,
1.452E008,1.564E+3,
1.456E008,1.505E+3,
1.46E08,1.505E+3,
1.464E008,1.340E+3,
1.468E008,1.306E+3,
1.472E008,1.416E+3,
1.476E008,1.233E+3,
1.48E08,1.201E+3,
1.484E008,1.123E+3,
1.488E008,1.124E+3,
1.492E008,1.127E+3,
1.496E008,1.063E+3,
1.5E08,1.008E+3,
1.504E008,9.730E+2,
1.508E008,8.990E+2,
1.512E008,9.500E+2,
1.516E008,8.390E+2,
1.52E08,8.130E+2,
1.524E008,7.530E+2,
1.528E008,8.090E+2,
1.532E008,7.420E+2,
1.536E008,7.140E+2,
1.54E08,7.880E+2,
1.544E008,7.240E+2,
1.548E008,7.100E+2,
1.552E008,6.360E+2,
1.556E008,6.230E+2,
1.56E08,5.440E+2,
1.564E008,5.900E+2,
1.568E008,5.200E+2,
1.572E008,5.520E+2,
1.576E008,5.000E+2,
1.58E08,4.920E+2,
1.584E008,4.670E+2,
1.588E008,4.540E+2,
1.592E008,4.910E+2,
1.596E008,4.840E+2,
1.6E08,4.470E+2,
1.604E008,3.810E+2,
1.608E008,3.870E+2,
1.612E008,3.810E+2,
1.616E008,4.100E+2,
1.62E08,3.700E+2,
1.624E008,3.240E+2,
1.628E008,3.190E+2,
1.632E008,3.170E+2,
1.636E008,3.560E+2,
1.64E08,2.620E+2,
1.644E008,2.670E+2,
1.648E008,2.550E+2,
1.652E008,2.600E+2,
1.656E008,2.800E+2,
1.66E08,2.610E+2,
1.664E008,2.920E+2,
1.668E008,2.370E+2,
1.672E008,2.560E+2,
1.676E008,2.380E+2,
1.68E08,2.410E+2,
1.684E008,2.590E+2,
1.688E008,2.090E+2,
1.692E008,2.320E+2,
1.696E008,2.270E+2,
1.7E08,2.320E+2,
1.704E008,2.040E+2,
1.708E008,2.300E+2,
1.712E008,2.020E+2,
1.716E008,2.270E+2,
1.72E08,1.860E+2,
1.724E008,2.110E+2,
1.728E008,1.950E+2,
1.732E008,1.660E+2,
1.736E008,1.920E+2,
1.74E08,1.560E+2,
1.744E008,1.790E+2,
1.748E008,1.450E+2,
1.752E008,1.690E+2,
1.756E008,1.480E+2,
1.76E08,1.780E+2,
1.764E008,1.700E+2,
1.768E008,1.720E+2,
1.772E008,1.540E+2,
1.776E008,1.940E+2,
1.78E08,1.720E+2,
1.784E008,1.580E+2,
1.788E008,1.460E+2,
1.792E008,1.620E+2,
1.796E008,1.600E+2,
1.8E08,1.630E+2,
1.804E008,1.550E+2,
1.808E008,1.530E+2,
1.812E008,1.530E+2,
1.816E008,1.430E+2,
1.82E08,1.510E+2,
1.824E008,1.440E+2,
1.828E008,1.420E+2,
1.832E008,1.390E+2,
1.836E008,1.230E+2,
1.84E08,1.450E+2,
1.844E008,1.240E+2,
1.848E008,1.210E+2,
1.852E008,1.340E+2,
1.856E008,1.210E+2,
1.86E08,1.320E+2,
1.864E008,1.150E+2,
1.868E008,1.300E+2,
1.872E008,1.450E+2,
1.876E008,1.210E+2,
1.88E08,1.530E+2,
1.884E008,1.170E+2,
1.888E008,1.140E+2,
1.892E008,1.310E+2,
1.896E008,1.180E+2,
1.9E08,1.220E+2,
1.904E008,1.400E+2,
1.908E008,1.250E+2,
1.912E008,1.320E+2,
1.916E008,1.360E+2,
1.92E08,1.300E+2,
1.924E008,1.180E+2,
1.928E008,1.420E+2,
1.932E008,1.150E+2,
1.936E008,1.270E+2,
1.94E08,1.180E+2,
1.944E008,1.340E+2,
1.948E008,1.290E+2,
1.952E008,1.340E+2,
1.956E008,1.070E+2,
1.96E08,1.330E+2,
1.964E008,1.260E+2,
1.968E008,1.190E+2,
1.972E008,1.250E+2,
1.976E008,1.440E+2,
1.98E08,1.260E+2,
1.984E008,1.300E+2,
1.988E008,1.130E+2,
1.992E008,1.350E+2,
1.996E008,1.290E+2,
2E08,1.110E+2,
2.004E008,1.300E+2,
2.008E008,1.090E+2,
2.012E008,1.140E+2,
2.016E008,1.450E+2,
2.02E08,9.900E+1,
2.024E008,1.250E+2,
2.028E008,1.370E+2,
2.032E008,1.160E+2,
2.036E008,1.260E+2,
2.04E08,1.200E+2,
2.044E008,1.140E+2,
2.048E008,1.190E+2,
2.052E008,1.240E+2,
2.056E008,1.390E+2,
2.06E08,1.110E+2,
2.064E008,1.080E+2,
2.068E008,1.220E+2,
2.072E008,1.120E+2,
2.076E008,1.180E+2,
2.08E08,1.180E+2,
2.084E008,1.050E+2,
2.088E008,1.120E+2,
2.092E008,1.070E+2,
2.096E008,1.180E+2,
2.1E08,1.140E+2,
2.104E008,1.030E+2,
2.108E008,1.060E+2,
2.112E008,1.210E+2,
2.116E008,1.260E+2,
2.12E08,1.170E+2,
2.124E008,1.240E+2,
2.128E008,1.250E+2,
2.132E008,1.270E+2,
2.136E008,1.070E+2,
2.14E08,1.290E+2,
2.144E008,1.100E+2,
2.148E008,9.900E+1,
2.152E008,1.230E+2,
2.156E008,1.020E+2,
2.16E08,1.100E+2,
2.164E008,1.080E+2,
2.168E008,1.110E+2,
2.172E008,1.110E+2,
2.176E008,9.900E+1,
2.18E08,1.120E+2,
2.184E008,1.200E+2,
2.188E008,1.050E+2,
2.192E008,1.110E+2,
2.196E008,9.600E+1,
2.2E08,1.130E+2,
2.204E008,1.250E+2,
2.208E008,1.120E+2,
2.212E008,1.040E+2,
2.216E008,1.020E+2,
2.22E08,9.500E+1,
2.224E008,1.070E+2,
2.228E008,1.220E+2,
2.232E008,1.090E+2,
2.236E008,1.280E+2,
2.24E08,1.280E+2,
2.244E008,1.340E+2,
2.248E008,1.140E+2,
2.252E008,1.210E+2,
2.256E008,1.410E+2,
2.26E08,1.220E+2,
2.264E008,1.090E+2,
2.268E008,1.200E+2,
2.272E008,1.120E+2,
2.276E008,1.100E+2,
2.28E08,1.170E+2,
2.284E008,1.180E+2,
2.288E008,1.100E+2,
2.292E008,1.010E+2,
2.296E008,1.080E+2,
2.3E08,1.370E+2,
2.304E008,1.350E+2,
2.308E008,1.140E+2,
2.312E008,1.180E+2,
2.316E008,9.100E+1,
2.32E08,1.210E+2,
2.324E008,1.310E+2,
2.328E008,1.230E+2,
2.332E008,1.010E+2,
2.336E008,1.030E+2,
2.34E08,1.180E+2,
2.344E008,1.180E+2,
2.348E008,1.090E+2,
2.352E008,1.130E+2,
2.356E008,1.270E+2,
2.36E08,1.240E+2,
2.364E008,1.280E+2,
2.368E008,1.300E+2,
2.372E008,1.350E+2,
2.376E008,1.150E+2,
2.38E08,1.220E+2,
2.384E008,1.220E+2,
2.388E008,1.400E+2,
2.392E008,1.210E+2,
2.396E008,1.170E+2,
2.4E08,1.170E+2,
2.404E008,1.120E+2,
2.408E008,1.200E+2,
2.412E008,1.140E+2,
2.416E008,1.140E+2,
2.42E08,1.240E+2,
2.424E008,1.050E+2,
2.428E008,1.070E+2,
2.432E008,1.140E+2,
2.436E008,1.090E+2,
2.44E08,1.390E+2,
2.444E008,1.230E+2,
2.448E008,1.070E+2,
2.452E008,9.800E+1,
2.456E008,1.140E+2,
2.46E08,1.020E+2,
2.464E008,1.060E+2,
2.468E008,1.190E+2,
2.472E008,1.100E+2,
2.476E008,1.200E+2,
2.48E08,1.310E+2,
2.484E008,1.120E+2,
2.488E008,1.140E+2,
2.492E008,1.190E+2,
2.496E008,1.200E+2,
2.5E08,1.110E+2,
2.504E008,1.170E+2,
2.508E008,1.000E+2,
2.512E008,1.060E+2,
2.516E008,1.080E+2,
2.52E08,1.070E+2,
2.524E008,1.250E+2,
2.528E008,1.170E+2,
2.532E008,1.010E+2,
2.536E008,9.000E+1,
2.54E08,1.080E+2,
2.544E008,1.200E+2,
2.548E008,1.130E+2,
2.552E008,1.190E+2,
2.556E008,1.220E+2,
2.56E08,1.230E+2,
2.564E008,1.310E+2,
2.568E008,1.410E+2,
2.572E008,1.120E+2,
2.576E008,1.260E+2,
2.58E08,1.130E+2,
2.584E008,1.260E+2,
2.588E008,1.130E+2,
2.592E008,1.240E+2,
2.596E008,1.020E+2,
2.6E08,1.230E+2,
2.604E008,1.310E+2,
2.608E008,1.150E+2,
2.612E008,1.230E+2,
2.616E008,1.040E+2,
2.62E08,9.900E+1,
2.624E008,1.050E+2,
2.628E008,1.060E+2,
2.632E008,1.080E+2,
2.636E008,1.020E+2,
2.64E08,1.110E+2,
2.644E008,1.230E+2,
2.648E008,1.080E+2,
2.652E008,1.190E+2,
2.656E008,1.060E+2,
2.66E08,1.230E+2,
2.664E008,1.530E+2,
2.668E008,1.070E+2,
2.672E008,1.250E+2,
2.676E008,9.700E+1,
2.68E08,1.000E+2,
2.684E008,1.170E+2,
2.688E008,1.330E+2,
2.692E008,1.100E+2,
2.696E008,9.800E+1,
2.7E08,1.320E+2,
2.704E008,1.350E+2,
2.708E008,1.100E+2,
2.712E008,1.110E+2,
2.716E008,1.210E+2,
2.72E08,1.040E+2,
2.724E008,9.100E+1,
2.728E008,1.070E+2,
2.732E008,1.030E+2,
2.736E008,1.220E+2,
2.74E08,1.150E+2,
2.744E008,1.100E+2,
2.748E008,1.190E+2,
2.752E008,1.020E+2,
2.756E008,1.290E+2,
2.76E08,1.010E+2,
2.764E008,1.170E+2,
2.768E008,1.120E+2,
2.772E008,1.160E+2,
2.776E008,1.110E+2,
2.78E08,1.200E+2,
2.784E008,1.270E+2,
2.788E008,1.070E+2,
2.792E008,1.130E+2,
2.796E008,1.010E+2,
2.8E08,1.220E+2,
2.804E008,9.800E+1,
2.808E008,1.390E+2,
2.812E008,1.150E+2,
2.816E008,1.120E+2,
2.82E08,1.380E+2,
2.824E008,1.030E+2,
2.828E008,1.110E+2,
2.832E008,1.200E+2,
2.836E008,1.320E+2,
2.84E08,1.090E+2,
2.844E008,1.120E+2,
2.848E008,1.260E+2,
2.852E008,1.060E+2,
2.856E008,1.060E+2,
2.86E08,1.260E+2,
2.864E008,1.440E+2,
2.868E008,9.000E+1,
2.872E008,1.200E+2,
2.876E008,9.500E+1,
2.88E08,1.080E+2,
2.884E008,1.220E+2,
2.888E008,1.190E+2,
2.892E008,1.170E+2,
2.896E008,1.510E+2,
2.9E08,1.250E+2,
2.904E008,1.160E+2,
2.908E008,9.800E+1,
2.912E008,1.340E+2,
2.916E008,1.030E+2,
2.92E08,1.210E+2,
2.924E008,1.140E+2,
2.928E008,1.220E+2,
2.932E008,1.210E+2,
2.936E008,1.130E+2,
2.94E08,1.360E+2,
2.944E008,1.290E+2,
2.948E008,1.160E+2,
2.952E008,1.100E+2,
2.956E008,1.130E+2,
2.96E08,1.130E+2,
2.964E008,1.120E+2,
2.968E008,1.070E+2,
2.972E008,1.110E+2,
2.976E008,9.500E+1,
2.98E08,1.110E+2,
2.984E008,9.400E+1,
2.988E008,1.210E+2,
2.992E008,1.250E+2,
2.996E008,1.140E+2,
3E08,1.150E+2,
3.004E008,1.340E+2,
3.008E008,1.300E+2,
3.012E008,1.140E+2,
3.016E008,1.190E+2,
3.02E08,1.210E+2,
3.024E008,1.150E+2,
3.028E008,9.400E+1,
3.032E008,1.000E+2,
3.036E008,1.100E+2,
3.04E08,1.090E+2,
3.044E008,1.110E+2,
3.048E008,1.020E+2,
3.052E008,1.270E+2,
3.056E008,1.270E+2,
3.06E08,1.140E+2,
3.064E008,1.080E+2,
3.068E008,1.130E+2,
3.072E008,1.110E+2,
3.076E008,1.010E+2,
3.08E08,1.030E+2,
3.084E008,1.220E+2,
3.088E008,1.050E+2,
3.092E008,8.300E+1,
3.096E008,1.230E+2,
3.1E08,1.130E+2,
3.104E008,1.120E+2,
3.108E008,1.130E+2,
3.112E008,1.210E+2,
3.116E008,8.800E+1,
3.12E08,1.300E+2,
3.124E008,1.000E+2,
3.128E008,1.020E+2,
3.132E008,1.000E+2,
3.136E008,1.180E+2,
3.14E08,1.160E+2,
3.144E008,1.150E+2,
3.148E008,1.290E+2,
3.152E008,1.120E+2,
3.156E008,1.050E+2,
3.16E08,1.160E+2,
3.164E008,1.370E+2,
3.168E008,1.380E+2,
3.172E008,1.170E+2,
3.176E008,1.200E+2,
3.18E08,1.240E+2,
3.184E008,1.320E+2,
3.188E008,1.040E+2,
3.192E008,1.170E+2,
3.196E008,1.030E+2,
3.2E08,1.070E+2,
3.204E008,1.080E+2,
3.208E008,9.800E+1,
3.212E008,9.500E+1,
3.216E008,1.120E+2,
3.22E08,1.300E+2,
3.224E008,1.170E+2,
3.228E008,1.000E+2,
3.232E008,1.250E+2,
3.236E008,1.070E+2,
3.24E08,1.340E+2,
3.244E008,1.290E+2,
3.248E008,1.140E+2,
3.252E008,1.280E+2,
3.256E008,1.140E+2,
3.26E08,1.040E+2,
3.264E008,9.300E+1,
3.268E008,1.190E+2,
3.272E008,1.200E+2,
3.276E008,1.020E+2,
3.28E08,1.110E+2,
3.284E008,1.240E+2,
3.288E008,1.170E+2,
3.292E008,1.120E+2,
3.296E008,9.900E+1,
3.3E08,9.900E+1,
3.304E008,1.150E+2,
3.308E008,1.310E+2,
3.312E008,1.090E+2,
3.316E008,1.150E+2,
3.32E08,1.070E+2,
3.324E008,1.050E+2,
3.328E008,1.160E+2,
3.332E008,1.020E+2,
3.336E008,1.280E+2,
3.34E08,1.060E+2,
3.344E008,9.800E+1,
3.348E008,1.310E+2,
3.352E008,1.280E+2,
3.356E008,9.200E+1,
3.36E08,1.130E+2,
3.364E008,1.230E+2,
3.368E008,1.170E+2,
3.372E008,1.040E+2,
3.376E008,1.120E+2,
3.38E08,1.100E+2,
3.384E008,1.040E+2,
3.388E008,1.330E+2,
3.392E008,9.100E+1,
3.396E008,1.200E+2,
3.4E08,1.080E+2,
3.404E008,1.080E+2,
3.408E008,1.280E+2,
3.412E008,1.160E+2,
3.416E008,1.110E+2,
3.42E08,8.500E+1,
3.424E008,1.350E+2,
3.428E008,1.090E+2,
3.432E008,1.240E+2,
3.436E008,9.200E+1,
3.44E08,1.080E+2,
3.444E008,1.090E+2,
3.448E008,9.400E+1,
3.452E008,1.170E+2,
3.456E008,1.020E+2,
3.46E08,1.010E+2,
3.464E008,1.290E+2,
3.468E008,1.130E+2,
3.472E008,1.300E+2,
3.476E008,1.080E+2,
3.48E08,9.600E+1,
3.484E008,1.170E+2,
3.488E008,1.060E+2,
3.492E008,1.160E+2,
3.496E008,9.800E+1,
3.5E08,1.150E+2,
3.504E008,1.150E+2,
3.508E008,1.020E+2,
3.512E008,1.090E+2,
3.516E008,9.600E+1,
3.52E08,1.390E+2,
3.524E008,1.220E+2,
3.528E008,9.100E+1,
3.532E008,1.310E+2,
3.536E008,1.060E+2,
3.54E08,1.060E+2,
3.544E008,1.310E+2,
3.548E008,1.110E+2,
3.552E008,1.220E+2,
3.556E008,1.150E+2,
3.56E08,1.100E+2,
3.564E008,1.280E+2,
3.568E008,9.200E+1,
3.572E008,1.430E+2,
3.576E008,1.160E+2,
3.58E08,1.010E+2,
3.584E008,1.060E+2,
3.588E008,1.060E+2,
3.592E008,1.180E+2,
3.596E008,1.000E+2,
3.6E08,1.220E+2,
3.604E008,1.250E+2,
3.608E008,9.500E+1,
3.612E008,1.070E+2,
3.616E008,1.160E+2,
3.62E08,1.290E+2,
3.624E008,1.160E+2,
3.628E008,1.140E+2,
3.632E008,1.060E+2,
3.636E008,1.060E+2,
3.64E08,1.120E+2,
3.644E008,1.060E+2,
3.648E008,1.280E+2,
3.652E008,1.210E+2,
3.656E008,1.030E+2,
3.66E08,1.350E+2,
3.664E008,8.800E+1,
3.668E008,1.350E+2,
3.672E008,1.180E+2,
3.676E008,1.060E+2,
3.68E08,1.070E+2,
3.684E008,1.160E+2,
3.688E008,1.180E+2,
3.692E008,1.090E+2,
3.696E008,1.220E+2,
3.7E08,1.070E+2,
3.704E008,1.220E+2,
3.708E008,1.280E+2,
3.712E008,1.130E+2,
3.716E008,1.100E+2,
3.72E08,1.370E+2,
3.724E008,1.160E+2,
3.728E008,1.100E+2,
3.732E008,1.040E+2,
3.736E008,1.030E+2,
3.74E08,1.010E+2,
3.744E008,1.150E+2,
3.748E008,1.290E+2,
3.752E008,1.060E+2,
3.756E008,1.350E+2,
3.76E08,1.230E+2,
3.764E008,1.190E+2,
3.768E008,1.040E+2,
3.772E008,1.070E+2,
3.776E008,1.130E+2,
3.78E08,1.120E+2,
3.784E008,1.200E+2,
3.788E008,1.170E+2,
3.792E008,1.040E+2,
3.796E008,1.160E+2,
3.8E08,1.080E+2,
3.804E008,1.000E+2,
3.808E008,1.150E+2,
3.812E008,9.900E+1,
3.816E008,1.090E+2,
3.82E08,1.090E+2,
3.824E008,1.240E+2,
3.828E008,9.900E+1,
3.832E008,1.110E+2,
3.836E008,1.080E+2,
3.84E08,1.190E+2,
3.844E008,1.160E+2,
3.848E008,1.320E+2,
3.852E008,1.040E+2,
3.856E008,1.040E+2,
3.86E08,1.130E+2,
3.864E008,1.000E+2,
3.868E008,1.000E+2,
3.872E008,1.150E+2,
3.876E008,9.400E+1,
3.88E08,1.140E+2,
3.884E008,1.220E+2,
3.888E008,1.120E+2,
3.892E008,1.270E+2,
3.896E008,1.080E+2,
3.9E08,1.040E+2,
3.904E008,1.120E+2,
3.908E008,1.160E+2,
3.912E008,1.130E+2,
3.916E008,1.070E+2,
3.92E08,1.050E+2,
3.924E008,1.150E+2,
3.928E008,1.120E+2,
3.932E008,1.300E+2,
3.936E008,1.080E+2,
3.94E08,1.000E+2,
3.944E008,1.210E+2,
