Labels,T27_decay_air,
4.6925E0007,1.167E+3,
4.695E007,1.264E+3,
4.6975E0007,1.225E+3,
4.7E07,1.237E+3,
4.7025E0007,1.225E+3,
4.705E007,1.278E+3,
4.7075E0007,1.229E+3,
4.71E07,1.236E+3,
4.7125E0007,1.178E+3,
4.715E007,1.255E+3,
4.7175E0007,1.222E+3,
4.72E07,1.264E+3,
4.7225E0007,1.182E+3,
4.725E007,1.253E+3,
4.7275E0007,1.240E+3,
4.73E07,1.295E+3,
4.7325E0007,1.226E+3,
4.735E007,1.275E+3,
4.7375E0007,1.177E+3,
4.74E07,1.253E+3,
4.7425E0007,1.247E+3,
4.745E007,1.159E+3,
4.7475E0007,1.217E+3,
4.75E07,1.305E+3,
4.7525E0007,1.204E+3,
4.755E007,1.198E+3,
4.7575E0007,1.226E+3,
4.76E07,1.202E+3,
4.7625E0007,1.208E+3,
4.765E007,1.230E+3,
4.7675E0007,1.206E+3,
4.77E07,1.160E+3,
4.7725E0007,1.232E+3,
4.775E007,1.255E+3,
4.7775E0007,1.230E+3,
4.78E07,1.278E+3,
4.7825E0007,1.225E+3,
4.785E007,1.197E+3,
4.7875E0007,1.250E+3,
4.79E07,1.214E+3,
4.7925E0007,1.158E+3,
4.795E007,1.176E+3,
4.7975E0007,1.218E+3,
4.8E07,1.241E+3,
4.8025E0007,1.253E+3,
4.805E007,1.237E+3,
4.8075E0007,1.108E+3,
4.81E07,1.212E+3,
4.8125E0007,1.172E+3,
4.815E007,1.134E+3,
4.8175E0007,1.222E+3,
4.82E07,1.206E+3,
4.8225E0007,1.219E+3,
4.825E007,1.221E+3,
4.8275E0007,1.243E+3,
4.83E07,1.184E+3,
4.8325E0007,1.197E+3,
4.835E007,1.235E+3,
4.8375E0007,1.165E+3,
4.84E07,1.201E+3,
4.8425E0007,1.229E+3,
4.845E007,1.199E+3,
4.8475E0007,1.161E+3,
4.85E07,1.168E+3,
4.8525E0007,1.158E+3,
4.855E007,1.241E+3,
4.8575E0007,1.151E+3,
4.86E07,1.207E+3,
4.8625E0007,1.219E+3,
4.865E007,1.197E+3,
4.8675E0007,1.203E+3,
4.87E07,1.233E+3,
4.8725E0007,1.149E+3,
4.875E007,1.061E+3,
4.8775E0007,1.184E+3,
4.88E07,1.175E+3,
4.8825E0007,1.161E+3,
4.885E007,1.184E+3,
4.8875E0007,1.253E+3,
4.89E07,1.171E+3,
4.8925E0007,1.123E+3,
4.895E007,1.166E+3,
4.8975E0007,1.111E+3,
4.9E07,1.209E+3,
4.9025E0007,1.136E+3,
4.905E007,1.135E+3,
4.9075E0007,1.188E+3,
4.91E07,1.151E+3,
4.9125E0007,1.139E+3,
4.915E007,1.140E+3,
4.9175E0007,1.228E+3,
4.92E07,1.173E+3,
4.9225E0007,1.126E+3,
4.925E007,1.167E+3,
4.9275E0007,1.169E+3,
4.93E07,1.155E+3,
4.9325E0007,1.140E+3,
4.935E007,1.167E+3,
4.9375E0007,1.082E+3,
4.94E07,1.114E+3,
4.9425E0007,1.159E+3,
4.945E007,1.198E+3,
4.9475E0007,1.138E+3,
4.95E07,1.122E+3,
4.9525E0007,1.170E+3,
4.955E007,1.182E+3,
4.9575E0007,1.081E+3,
4.96E07,1.107E+3,
4.9625E0007,1.114E+3,
4.965E007,1.119E+3,
4.9675E0007,1.148E+3,
4.97E07,1.146E+3,
4.9725E0007,1.134E+3,
4.975E007,1.134E+3,
4.9775E0007,1.137E+3,
4.98E07,1.103E+3,
4.9825E0007,1.110E+3,
4.985E007,1.132E+3,
4.9875E0007,1.141E+3,
4.99E07,1.083E+3,
4.9925E0007,1.099E+3,
4.995E007,1.123E+3,
4.9975E0007,1.119E+3,
5E07,1.149E+3,
5.0025E0007,1.095E+3,
5.005E007,1.104E+3,
5.0075E0007,1.153E+3,
5.01E07,1.094E+3,
5.0125E0007,1.118E+3,
5.015E007,1.111E+3,
5.0175E0007,1.117E+3,
5.02E07,1.147E+3,
5.0225E0007,1.121E+3,
5.025E007,1.151E+3,
5.0275E0007,1.105E+3,
5.03E07,1.142E+3,
5.0325E0007,1.127E+3,
5.035E007,1.172E+3,
5.0375E0007,1.132E+3,
5.04E07,1.114E+3,
5.0425E0007,1.076E+3,
5.045E007,1.116E+3,
5.0475E0007,1.121E+3,
5.05E07,1.115E+3,
5.0525E0007,1.127E+3,
5.055E007,1.051E+3,
5.0575E0007,1.159E+3,
5.06E07,1.170E+3,
5.0625E0007,1.115E+3,
5.065E007,1.122E+3,
5.0675E0007,1.094E+3,
5.07E07,1.140E+3,
5.0725E0007,1.097E+3,
5.075E007,1.132E+3,
5.0775E0007,1.165E+3,
5.08E07,1.065E+3,
5.0825E0007,1.134E+3,
5.085E007,1.089E+3,
5.0875E0007,1.079E+3,
5.09E07,1.106E+3,
5.0925E0007,1.165E+3,
5.095E007,1.109E+3,
5.0975E0007,1.078E+3,
5.1E07,1.088E+3,
5.1025E0007,1.049E+3,
5.105E007,1.077E+3,
5.1075E0007,1.079E+3,
5.11E07,1.086E+3,
5.1125E0007,1.071E+3,
5.115E007,1.077E+3,
5.1175E0007,9.870E+2,
5.12E07,1.063E+3,
5.1225E0007,1.041E+3,
5.125E007,1.124E+3,
5.1275E0007,1.055E+3,
5.13E07,1.135E+3,
5.1325E0007,1.025E+3,
5.135E007,1.110E+3,
5.1375E0007,1.123E+3,
5.14E07,1.102E+3,
5.1425E0007,1.054E+3,
5.145E007,1.083E+3,
5.1475E0007,1.080E+3,
5.15E07,1.061E+3,
5.1525E0007,1.102E+3,
5.155E007,1.069E+3,
5.1575E0007,1.105E+3,
5.16E07,1.093E+3,
5.1625E0007,1.122E+3,
5.165E007,1.079E+3,
5.1675E0007,1.061E+3,
5.17E07,1.058E+3,
5.1725E0007,1.104E+3,
5.175E007,1.078E+3,
5.1775E0007,1.019E+3,
5.18E07,1.112E+3,
5.1825E0007,1.022E+3,
5.185E007,1.058E+3,
5.1875E0007,1.056E+3,
5.19E07,1.053E+3,
5.1925E0007,1.100E+3,
5.195E007,1.042E+3,
5.1975E0007,1.062E+3,
5.2E07,1.055E+3,
5.2025E0007,1.112E+3,
5.205E007,1.063E+3,
5.2075E0007,1.082E+3,
5.21E07,1.096E+3,
5.2125E0007,1.046E+3,
5.215E007,1.051E+3,
5.2175E0007,1.095E+3,
5.22E07,1.167E+3,
5.2225E0007,9.820E+2,
5.225E007,1.095E+3,
5.2275E0007,1.113E+3,
5.23E07,1.026E+3,
5.2325E0007,1.016E+3,
5.235E007,1.065E+3,
5.2375E0007,1.084E+3,
5.24E07,1.038E+3,
5.2425E0007,1.079E+3,
5.245E007,1.065E+3,
5.2475E0007,1.054E+3,
5.25E07,1.075E+3,
5.2525E0007,1.060E+3,
5.255E007,1.055E+3,
5.2575E0007,1.055E+3,
5.26E07,1.069E+3,
5.2625E0007,1.049E+3,
5.265E007,1.079E+3,
5.2675E0007,1.042E+3,
5.27E07,1.043E+3,
5.2725E0007,1.049E+3,
5.275E007,1.100E+3,
5.2775E0007,1.064E+3,
5.28E07,1.083E+3,
5.2825E0007,1.006E+3,
5.285E007,1.044E+3,
5.2875E0007,1.022E+3,
5.29E07,1.033E+3,
5.2925E0007,1.087E+3,
5.295E007,1.038E+3,
5.2975E0007,9.860E+2,
5.3E07,1.049E+3,
5.3025E0007,1.046E+3,
5.305E007,1.042E+3,
5.3075E0007,1.067E+3,
5.31E07,1.076E+3,
5.3125E0007,1.011E+3,
5.315E007,9.880E+2,
5.3175E0007,1.091E+3,
5.32E07,1.031E+3,
5.3225E0007,1.079E+3,
5.325E007,1.021E+3,
5.3275E0007,9.720E+2,
5.33E07,1.008E+3,
5.3325E0007,9.820E+2,
5.335E007,1.051E+3,
5.3375E0007,1.088E+3,
5.34E07,1.071E+3,
5.3425E0007,1.010E+3,
5.345E007,1.045E+3,
5.3475E0007,9.600E+2,
5.35E07,1.034E+3,
5.3525E0007,1.019E+3,
5.355E007,1.019E+3,
5.3575E0007,1.020E+3,
5.36E07,1.044E+3,
5.3625E0007,1.016E+3,
5.365E007,1.057E+3,
5.3675E0007,1.019E+3,
5.37E07,9.910E+2,
5.3725E0007,1.006E+3,
5.375E007,9.910E+2,
5.3775E0007,9.590E+2,
5.38E07,1.021E+3,
5.3825E0007,1.046E+3,
5.385E007,1.027E+3,
5.3875E0007,9.300E+2,
5.39E07,1.046E+3,
5.3925E0007,1.007E+3,
5.395E007,1.038E+3,
5.3975E0007,1.068E+3,
5.4E07,1.043E+3,
5.4025E0007,9.880E+2,
5.405E007,9.610E+2,
5.4075E0007,1.083E+3,
5.41E07,1.014E+3,
5.4125E0007,9.580E+2,
5.415E007,1.059E+3,
5.4175E0007,9.970E+2,
5.42E07,9.540E+2,
5.4225E0007,9.890E+2,
5.425E007,1.049E+3,
5.4275E0007,9.870E+2,
5.43E07,9.510E+2,
5.4325E0007,1.051E+3,
5.435E007,9.710E+2,
5.4375E0007,1.006E+3,
5.44E07,1.014E+3,
5.4425E0007,1.036E+3,
5.445E007,9.880E+2,
5.4475E0007,9.790E+2,
5.45E07,1.057E+3,
5.4525E0007,1.053E+3,
5.455E007,9.670E+2,
5.4575E0007,9.460E+2,
5.46E07,9.510E+2,
5.4625E0007,1.014E+3,
5.465E007,9.790E+2,
5.4675E0007,1.003E+3,
5.47E07,9.840E+2,
5.4725E0007,9.860E+2,
5.475E007,1.012E+3,
5.4775E0007,1.017E+3,
5.48E07,1.049E+3,
5.4825E0007,9.660E+2,
5.485E007,9.620E+2,
5.4875E0007,9.750E+2,
5.49E07,9.340E+2,
5.4925E0007,1.011E+3,
5.495E007,9.470E+2,
5.4975E0007,1.021E+3,
5.5E07,9.640E+2,
5.5025E0007,1.037E+3,
5.505E007,9.500E+2,
5.5075E0007,9.850E+2,
5.51E07,9.600E+2,
5.5125E0007,9.600E+2,
5.515E007,9.360E+2,
5.5175E0007,1.000E+3,
5.52E07,9.750E+2,
5.5225E0007,1.029E+3,
5.525E007,9.630E+2,
5.5275E0007,1.005E+3,
5.53E07,9.900E+2,
5.5325E0007,9.840E+2,
5.535E007,1.023E+3,
5.5375E0007,1.017E+3,
5.54E07,9.230E+2,
5.5425E0007,9.970E+2,
5.545E007,1.008E+3,
5.5475E0007,9.880E+2,
5.55E07,9.830E+2,
5.5525E0007,9.050E+2,
5.555E007,1.012E+3,
5.5575E0007,9.190E+2,
5.56E07,9.790E+2,
5.5625E0007,9.610E+2,
5.565E007,9.170E+2,
5.5675E0007,9.610E+2,
5.57E07,9.020E+2,
5.5725E0007,9.310E+2,
5.575E007,1.038E+3,
5.5775E0007,9.710E+2,
5.58E07,9.440E+2,
5.5825E0007,9.610E+2,
5.585E007,9.440E+2,
5.5875E0007,9.650E+2,
5.59E07,9.410E+2,
5.5925E0007,1.002E+3,
5.595E007,9.600E+2,
5.5975E0007,9.520E+2,
5.6E07,1.010E+3,
5.6025E0007,9.280E+2,
5.605E007,9.860E+2,
5.6075E0007,9.280E+2,
5.61E07,9.730E+2,
5.6125E0007,9.360E+2,
5.615E007,1.023E+3,
5.6175E0007,1.000E+3,
5.62E07,9.550E+2,
5.6225E0007,9.440E+2,
5.625E007,9.600E+2,
5.6275E0007,9.770E+2,
5.63E07,9.760E+2,
5.6325E0007,9.630E+2,
5.635E007,9.900E+2,
5.6375E0007,9.320E+2,
5.64E07,1.013E+3,
5.6425E0007,9.330E+2,
5.645E007,9.460E+2,
5.6475E0007,9.690E+2,
5.65E07,9.570E+2,
5.6525E0007,9.620E+2,
5.655E007,9.570E+2,
5.6575E0007,9.280E+2,
5.66E07,9.640E+2,
5.6625E0007,9.770E+2,
5.665E007,9.410E+2,
5.6675E0007,9.790E+2,
5.67E07,9.920E+2,
5.6725E0007,1.034E+3,
5.675E007,9.740E+2,
5.6775E0007,9.680E+2,
5.68E07,9.580E+2,
5.6825E0007,9.290E+2,
5.685E007,9.480E+2,
5.6875E0007,9.460E+2,
5.69E07,8.500E+2,
5.6925E0007,9.470E+2,
5.695E007,9.800E+2,
5.6975E0007,9.250E+2,
5.7E07,9.170E+2,
5.7025E0007,9.440E+2,
5.705E007,9.760E+2,
5.7075E0007,9.800E+2,
5.71E07,9.910E+2,
5.7125E0007,9.360E+2,
5.715E007,1.023E+3,
5.7175E0007,9.620E+2,
5.72E07,9.960E+2,
5.7225E0007,9.500E+2,
5.725E007,9.440E+2,
5.7275E0007,9.420E+2,
5.73E07,9.300E+2,
5.7325E0007,9.630E+2,
5.735E007,9.600E+2,
5.7375E0007,9.540E+2,
5.74E07,1.005E+3,
5.7425E0007,9.290E+2,
5.745E007,9.620E+2,
5.7475E0007,9.330E+2,
5.75E07,9.280E+2,
5.7525E0007,9.500E+2,
5.755E007,9.300E+2,
5.7575E0007,9.110E+2,
5.76E07,9.570E+2,
5.7625E0007,9.650E+2,
5.765E007,9.450E+2,
5.7675E0007,9.540E+2,
5.77E07,9.540E+2,
5.7725E0007,9.690E+2,
5.775E007,9.990E+2,
5.7775E0007,9.620E+2,
5.78E07,9.010E+2,
5.7825E0007,9.090E+2,
5.785E007,1.014E+3,
5.7875E0007,9.020E+2,
5.79E07,9.000E+2,
5.7925E0007,9.110E+2,
5.795E007,9.520E+2,
5.7975E0007,8.670E+2,
5.8E07,9.790E+2,
5.8025E0007,9.370E+2,
5.805E007,9.590E+2,
5.8075E0007,8.670E+2,
5.81E07,9.560E+2,
5.8125E0007,9.620E+2,
5.815E007,8.950E+2,
5.8175E0007,9.970E+2,
5.82E07,9.870E+2,
5.8225E0007,8.920E+2,
5.825E007,9.580E+2,
5.8275E0007,9.530E+2,
5.83E07,9.720E+2,
5.8325E0007,9.600E+2,
5.835E007,9.220E+2,
5.8375E0007,9.000E+2,
5.84E07,9.460E+2,
5.8425E0007,8.860E+2,
5.845E007,9.820E+2,
5.8475E0007,8.840E+2,
5.85E07,9.360E+2,
5.8525E0007,9.270E+2,
5.855E007,9.080E+2,
5.8575E0007,9.600E+2,
5.86E07,9.320E+2,
5.8625E0007,9.370E+2,
5.865E007,9.240E+2,
5.8675E0007,9.110E+2,
5.87E07,9.460E+2,
5.8725E0007,9.060E+2,
5.875E007,9.100E+2,
5.8775E0007,9.320E+2,
5.88E07,9.200E+2,
5.8825E0007,9.240E+2,
5.885E007,9.130E+2,
5.8875E0007,9.510E+2,
5.89E07,9.340E+2,
5.8925E0007,9.090E+2,
5.895E007,9.210E+2,
5.8975E0007,9.020E+2,
5.9E07,9.540E+2,
5.9025E0007,9.430E+2,
5.905E007,9.020E+2,
5.9075E0007,9.010E+2,
5.91E07,8.870E+2,
5.9125E0007,9.480E+2,
5.915E007,9.300E+2,
5.9175E0007,9.000E+2,
5.92E07,8.680E+2,
5.9225E0007,9.220E+2,
5.925E007,9.280E+2,
5.9275E0007,9.060E+2,
5.93E07,8.810E+2,
5.9325E0007,9.040E+2,
5.935E007,9.140E+2,
5.9375E0007,8.810E+2,
5.94E07,9.240E+2,
5.9425E0007,9.100E+2,
5.945E007,9.390E+2,
5.9475E0007,9.410E+2,
5.95E07,9.120E+2,
5.9525E0007,8.490E+2,
5.955E007,8.790E+2,
5.9575E0007,9.140E+2,
5.96E07,8.670E+2,
5.9625E0007,9.550E+2,
5.965E007,9.400E+2,
5.9675E0007,9.700E+2,
5.97E07,8.390E+2,
5.9725E0007,9.110E+2,
5.975E007,8.540E+2,
5.9775E0007,9.140E+2,
5.98E07,9.320E+2,
5.9825E0007,9.400E+2,
5.985E007,9.740E+2,
5.9875E0007,9.010E+2,
5.99E07,9.390E+2,
5.9925E0007,9.350E+2,
5.995E007,9.240E+2,
5.9975E0007,9.130E+2,
6E07,9.000E+2,
6.0025E0007,8.810E+2,
6.005E007,8.670E+2,
6.0075E0007,9.460E+2,
6.01E07,9.250E+2,
6.0125E0007,9.680E+2,
6.015E007,9.170E+2,
6.0175E0007,9.530E+2,
6.02E07,9.320E+2,
6.0225E0007,8.390E+2,
6.025E007,9.150E+2,
6.0275E0007,8.860E+2,
6.03E07,9.060E+2,
6.0325E0007,8.760E+2,
6.035E007,8.830E+2,
6.0375E0007,9.190E+2,
6.04E07,9.150E+2,
6.0425E0007,8.790E+2,
6.045E007,8.920E+2,
6.0475E0007,9.100E+2,
6.05E07,8.990E+2,
6.0525E0007,8.530E+2,
6.055E007,9.200E+2,
6.0575E0007,8.670E+2,
6.06E07,8.830E+2,
6.0625E0007,8.980E+2,
6.065E007,8.940E+2,
6.0675E0007,9.000E+2,
6.07E07,9.100E+2,
6.0725E0007,8.510E+2,
6.075E007,8.910E+2,
6.0775E0007,9.140E+2,
6.08E07,9.190E+2,
6.0825E0007,9.130E+2,
6.085E007,8.820E+2,
6.0875E0007,9.300E+2,
6.09E07,9.050E+2,
6.0925E0007,8.830E+2,
6.095E007,8.850E+2,
6.0975E0007,8.730E+2,
6.1E07,9.350E+2,
6.1025E0007,8.610E+2,
6.105E007,8.750E+2,
6.1075E0007,9.220E+2,
6.11E07,8.490E+2,
6.1125E0007,8.790E+2,
6.115E007,9.000E+2,
6.1175E0007,8.480E+2,
6.12E07,9.110E+2,
6.1225E0007,9.240E+2,
6.125E007,8.700E+2,
6.1275E0007,8.950E+2,
6.13E07,8.520E+2,
6.1325E0007,8.810E+2,
6.135E007,8.890E+2,
6.1375E0007,8.840E+2,
6.14E07,8.990E+2,
6.1425E0007,9.170E+2,
6.145E007,8.620E+2,
6.1475E0007,8.870E+2,
6.15E07,9.070E+2,
6.1525E0007,9.340E+2,
6.155E007,9.340E+2,
6.1575E0007,9.020E+2,
6.16E07,8.850E+2,
6.1625E0007,9.510E+2,
6.165E007,8.520E+2,
6.1675E0007,8.580E+2,
6.17E07,9.020E+2,
6.1725E0007,9.000E+2,
6.175E007,8.860E+2,
6.1775E0007,9.080E+2,
6.18E07,8.330E+2,
6.1825E0007,8.800E+2,
6.185E007,8.690E+2,
6.1875E0007,8.450E+2,
6.19E07,9.020E+2,
6.1925E0007,8.490E+2,
6.195E007,8.380E+2,
6.1975E0007,8.810E+2,
6.2E07,8.500E+2,
6.2025E0007,8.760E+2,
6.205E007,9.110E+2,
6.2075E0007,9.020E+2,
6.21E07,8.490E+2,
6.2125E0007,9.610E+2,
6.215E007,8.770E+2,
6.2175E0007,9.000E+2,
6.22E07,8.550E+2,
6.2225E0007,9.330E+2,
6.225E007,8.810E+2,
6.2275E0007,8.400E+2,
6.23E07,9.060E+2,
6.2325E0007,8.530E+2,
6.235E007,8.390E+2,
6.2375E0007,8.600E+2,
6.24E07,8.990E+2,
6.2425E0007,8.800E+2,
6.245E007,8.760E+2,
6.2475E0007,8.710E+2,
6.25E07,8.830E+2,
6.2525E0007,8.800E+2,
6.255E007,8.460E+2,
6.2575E0007,8.540E+2,
6.26E07,8.120E+2,
6.2625E0007,9.280E+2,
6.265E007,8.830E+2,
6.2675E0007,8.770E+2,
6.27E07,8.990E+2,
6.2725E0007,9.090E+2,
6.275E007,9.010E+2,
6.2775E0007,8.940E+2,
6.28E07,9.820E+2,
6.2825E0007,8.370E+2,
6.285E007,8.690E+2,
6.2875E0007,8.350E+2,
6.29E07,8.260E+2,
6.2925E0007,8.450E+2,
6.295E007,8.830E+2,
6.2975E0007,8.790E+2,
6.3E07,8.760E+2,
6.3025E0007,8.470E+2,
6.305E007,9.250E+2,
6.3075E0007,8.790E+2,
6.31E07,8.580E+2,
6.3125E0007,9.000E+2,
6.315E007,9.200E+2,
6.3175E0007,8.970E+2,
6.32E07,8.740E+2,
6.3225E0007,8.810E+2,
6.325E007,8.520E+2,
6.3275E0007,8.590E+2,
6.33E07,8.860E+2,
6.3325E0007,8.990E+2,
6.335E007,8.150E+2,
6.3375E0007,8.950E+2,
6.34E07,8.660E+2,
6.3425E0007,8.240E+2,
6.345E007,8.350E+2,
6.3475E0007,8.790E+2,
6.35E07,8.710E+2,
6.3525E0007,8.650E+2,
6.355E007,8.330E+2,
6.3575E0007,8.430E+2,
6.36E07,8.570E+2,
6.3625E0007,9.110E+2,
6.365E007,8.440E+2,
6.3675E0007,8.340E+2,
6.37E07,8.880E+2,
6.3725E0007,8.880E+2,
6.375E007,8.290E+2,
6.3775E0007,8.740E+2,
6.38E07,8.750E+2,
6.3825E0007,8.690E+2,
6.385E007,8.410E+2,
6.3875E0007,8.430E+2,
6.39E07,8.740E+2,
6.3925E0007,8.850E+2,
6.395E007,8.610E+2,
6.3975E0007,9.010E+2,
64000005.000000,8.570E+2,
64025005.000000,8.400E+2,
64050005.000000,8.340E+2,
64075005.000000,8.650E+2,
64100005.000000,8.260E+2,
64125005.000000,9.120E+2,
64150005.000000,8.980E+2,
64175005.000000,8.550E+2,
64200005.000000,9.190E+2,
64225005.000000,8.660E+2,
64250005.000000,8.520E+2,
64275005.000000,8.430E+2,
64300005.000000,8.470E+2,
64325005.000000,8.410E+2,
64350005.000000,8.420E+2,
64375005.000000,8.280E+2,
64400005.000000,8.360E+2,
64425005.000000,8.410E+2,
64450005.000000,9.270E+2,
64475005.000000,7.890E+2,
64500005.000000,8.580E+2,
64525005.000000,8.370E+2,
64550005.000000,8.740E+2,
64575005.000000,8.590E+2,
64600005.000000,8.310E+2,
64625005.000000,8.730E+2,
64650005.000000,8.800E+2,
64675005.000000,8.590E+2,
64700005.000000,8.440E+2,
64725005.000000,8.450E+2,
64750005.000000,8.090E+2,
64775005.000000,8.650E+2,
64800005.000000,8.630E+2,
64825005.000000,8.540E+2,
64850005.000000,8.740E+2,
64875005.000000,8.450E+2,
64900005.000000,7.980E+2,
64925005.000000,8.560E+2,
64950005.000000,8.530E+2,
64975005.000000,8.440E+2,
65000005.000000,8.370E+2,
65025005.000000,7.810E+2,
65050005.000000,9.120E+2,
65075005.000000,8.370E+2,
65100005.000000,8.400E+2,
65125005.000000,8.430E+2,
65150005.000000,8.450E+2,
65175005.000000,8.460E+2,
65200005.000000,8.440E+2,
65225005.000000,8.880E+2,
65250005.000000,9.320E+2,
65275005.000000,8.520E+2,
65300005.000000,8.830E+2,
65325005.000000,8.580E+2,
65350005.000000,8.600E+2,
65375005.000000,7.990E+2,
65400005.000000,8.220E+2,
65425005.000000,8.790E+2,
65450005.000000,8.670E+2,
65475005.000000,8.470E+2,
65500005.000000,8.260E+2,
65525005.000000,8.480E+2,
65550005.000000,8.560E+2,
65575005.000000,8.230E+2,
65600005.000000,8.520E+2,
65625005.000000,8.630E+2,
65650005.000000,8.370E+2,
65675005.000000,8.670E+2,
65700005.000000,8.410E+2,
65725005.000000,7.960E+2,
65750005.000000,8.420E+2,
65775005.000000,8.350E+2,
65800005.000000,8.320E+2,
65825005.000000,8.190E+2,
65850005.000000,8.380E+2,
65875005.000000,9.010E+2,
65900005.000000,7.980E+2,
65925005.000000,8.370E+2,
65950005.000000,8.770E+2,
65975005.000000,8.590E+2,
66000005.000000,8.490E+2,
66025005.000000,8.220E+2,
66050005.000000,8.320E+2,
66075005.000000,8.510E+2,
66100005.000000,7.780E+2,
66125005.000000,8.250E+2,
66150005.000000,8.690E+2,
66175005.000000,8.590E+2,
66200005.000000,8.600E+2,
66225005.000000,8.560E+2,
66250005.000000,8.430E+2,
66275005.000000,8.690E+2,
66300005.000000,8.910E+2,
66325005.000000,8.510E+2,
66350005.000000,7.930E+2,
66375005.000000,8.260E+2,
66400005.000000,8.870E+2,
66425005.000000,8.580E+2,
66450005.000000,8.520E+2,
66475005.000000,8.540E+2,
66500005.000000,8.060E+2,
66525005.000000,8.440E+2,
66550005.000000,8.610E+2,
66575005.000000,8.210E+2,
66600005.000000,8.190E+2,
66625005.000000,8.480E+2,
66650005.000000,8.680E+2,
66675005.000000,8.830E+2,
66700005.000000,8.410E+2,
66725005.000000,8.090E+2,
66750005.000000,8.070E+2,
66775005.000000,7.830E+2,
66800005.000000,8.790E+2,
66825005.000000,8.620E+2,
66850005.000000,8.510E+2,
66875005.000000,8.360E+2,
66900005.000000,8.370E+2,
66925005.000000,9.230E+2,
66950005.000000,8.170E+2,
66975005.000000,8.100E+2,
67000005.000000,8.300E+2,
67025005.000000,8.370E+2,
67050005.000000,8.160E+2,
67075005.000000,8.490E+2,
67100005.000000,8.260E+2,
67125005.000000,8.290E+2,
67150005.000000,7.830E+2,
67175005.000000,8.390E+2,
67200005.000000,8.140E+2,
67225005.000000,8.520E+2,
67250005.000000,8.170E+2,
67275005.000000,8.760E+2,
67300005.000000,8.530E+2,
67325005.000000,8.280E+2,
67350005.000000,8.450E+2,
67375005.000000,7.890E+2,
67400005.000000,7.850E+2,
67425005.000000,7.620E+2,
67450005.000000,8.280E+2,
67475005.000000,7.920E+2,
67500005.000000,8.450E+2,
67525005.000000,8.650E+2,
67550005.000000,7.710E+2,
67575005.000000,8.740E+2,
67600005.000000,8.170E+2,
67625005.000000,8.380E+2,
67650005.000000,8.490E+2,
67675005.000000,9.060E+2,
67700005.000000,8.890E+2,
67725005.000000,8.360E+2,
67750005.000000,8.130E+2,
67775005.000000,8.630E+2,
67800005.000000,8.220E+2,
67825005.000000,7.470E+2,
67850005.000000,8.430E+2,
67875005.000000,8.400E+2,
67900005.000000,7.910E+2,
67925005.000000,8.680E+2,
67950005.000000,8.880E+2,
67975005.000000,8.380E+2,
68000005.000000,8.220E+2,
68025005.000000,8.010E+2,
68050005.000000,8.590E+2,
68075005.000000,8.460E+2,
68100005.000000,7.980E+2,
68125005.000000,8.300E+2,
68150005.000000,8.150E+2,
68175005.000000,7.950E+2,
68200005.000000,8.430E+2,
68225005.000000,8.180E+2,
68250005.000000,8.600E+2,
68275005.000000,8.180E+2,
68300005.000000,8.320E+2,
68325005.000000,8.310E+2,
68350005.000000,8.380E+2,
68375005.000000,8.200E+2,
68400005.000000,8.000E+2,
68425005.000000,8.160E+2,
68450005.000000,8.640E+2,
68475005.000000,8.540E+2,
68500005.000000,8.220E+2,
68525005.000000,8.140E+2,
68550005.000000,8.350E+2,
68575005.000000,8.430E+2,
68600005.000000,8.440E+2,
68625005.000000,8.620E+2,
68650005.000000,8.610E+2,
68675005.000000,8.350E+2,
68700005.000000,9.080E+2,
68725005.000000,8.220E+2,
68750005.000000,8.080E+2,
68775005.000000,8.110E+2,
68800005.000000,8.020E+2,
68825005.000000,7.870E+2,
68850005.000000,8.330E+2,
68875005.000000,8.400E+2,
68900005.000000,8.460E+2,
68925005.000000,8.550E+2,
68950005.000000,8.530E+2,
68975005.000000,7.750E+2,
69000005.000000,8.330E+2,
69025005.000000,8.160E+2,
69050005.000000,8.560E+2,
69075005.000000,8.530E+2,
69100005.000000,8.220E+2,
69125005.000000,8.310E+2,
69150005.000000,8.010E+2,
69175005.000000,8.010E+2,
69200005.000000,8.180E+2,
69225005.000000,8.370E+2,
69250005.000000,8.490E+2,
69275005.000000,8.880E+2,
69300005.000000,7.600E+2,
69325005.000000,8.110E+2,
69350005.000000,8.690E+2,
69375005.000000,8.080E+2,
69400005.000000,8.530E+2,
69425005.000000,8.640E+2,
69450005.000000,8.420E+2,
69475005.000000,8.180E+2,
69500005.000000,7.690E+2,
69525005.000000,8.510E+2,
69550005.000000,8.000E+2,
69575005.000000,8.080E+2,
69600005.000000,8.200E+2,
69625005.000000,8.560E+2,
69650005.000000,8.440E+2,
69675005.000000,8.140E+2,
69700005.000000,8.490E+2,
69725005.000000,8.350E+2,
69750005.000000,8.080E+2,
69775005.000000,8.100E+2,
69800005.000000,8.410E+2,
69825005.000000,8.580E+2,
69850005.000000,8.350E+2,
69875005.000000,7.930E+2,
69900005.000000,8.160E+2,
69925005.000000,7.940E+2,
69950005.000000,7.750E+2,
69975005.000000,8.110E+2,
70000005.000000,7.900E+2,
70025005.000000,8.050E+2,
70050005.000000,7.510E+2,
70075005.000000,8.220E+2,
70100005.000000,7.740E+2,
70125005.000000,8.450E+2,
70150005.000000,7.610E+2,
70175005.000000,7.900E+2,
70200005.000000,7.990E+2,
